Longitude,Latitude,Pixel,Scan
133.730802,61.3839746,600,1500
133.808461,61.3850709,700,1500
133.886123,61.3861143,800,1500
133.963787,61.3871049,900,1500
134.041454,61.3880427,1000,1500
134.119125,61.3889277,1100,1500
134.196801,61.3897599,1200,1500
134.27448,61.3905393,1300,1500
134.352166,61.3912658,1400,1500
134.429857,61.3919396,1500,1500
134.507554,61.3925606,1600,1500
134.585259,61.3931288,1700,1500
134.662971,61.3936442,1800,1500
134.740691,61.3941067,1900,1500
134.818419,61.3945165,2000,1500
134.896157,61.3948734,2100,1500
134.973905,61.3951775,2200,1500
135.051663,61.3954287,2300,1500
135.129432,61.395627,2400,1500
135.207212,61.3957724,2500,1500
135.285004,61.3958649,2600,1500
135.362808,61.3959044,2700,1500
135.440626,61.395891,2800,1500
135.518457,61.3958246,2900,1500
135.596303,61.3957052,3000,1500
135.674163,61.3955327,3100,1500
135.752038,61.3953071,3200,1500
135.82993,61.3950283,3300,1500
135.907837,61.3946965,3400,1500
135.985762,61.3943114,3500,1500
136.063704,61.393873,3600,1500
136.141665,61.3933814,3700,1500
136.219644,61.3928364,3800,1500
136.297642,61.3922381,3900,1500
136.37488,61.3915931,3999,1500
133.263711,61.3912578,0,1600
133.341407,61.3926721,100,1600
133.419102,61.3940335,200,1600
133.496797,61.3953418,300,1600
133.574491,61.3965973,400,1600
133.652185,61.3977998,500,1600
133.729881,61.3989494,600,1600
133.807578,61.4000462,700,1600
133.885277,61.40109,800,1600
133.962978,61.402081,900,1600
134.040683,61.4030192,1000,1600
134.118391,61.4039045,1100,1600
134.196104,61.404737,1200,1600
134.273821,61.4055167,1300,1600
134.351544,61.4062435,1400,1600
134.429272,61.4069175,1500,1600
134.507007,61.4075387,1600,1600
134.584749,61.4081071,1700,1600
134.662499,61.4086226,1800,1600
134.740256,61.4090853,1900,1600
134.818023,61.4094952,2000,1600
134.895798,61.4098522,2100,1600
134.973583,61.4101563,2200,1600
135.051379,61.4104075,2300,1600
135.129185,61.4106058,2400,1600
135.207002,61.4107512,2500,1600
135.284832,61.4108436,2600,1600
135.362674,61.410883,2700,1600
135.44053,61.4108695,2800,1600
135.518398,61.4108029,2900,1600
135.596282,61.4106833,3000,1600
135.674179,61.4105106,3100,1600
135.752092,61.4102847,3200,1600
135.830021,61.4100057,3300,1600
135.907967,61.4096736,3400,1600
135.985929,61.4092881,3500,1600
136.063909,61.4088494,3600,1600
136.141907,61.4083574,3700,1600
136.219924,61.407812,3800,1600
136.29796,61.4072132,3900,1600
136.375235,61.4065678,3999,1600
133.262304,61.4062684,0,1700
133.340038,61.4076839,100,1700
133.417771,61.4090463,200,1700
133.495503,61.4103557,300,1700
133.573235,61.4116122,400,1700
133.650967,61.4128157,500,1700
133.7287,61.4139663,600,1700
133.806434,61.415064,700,1700
133.884171,61.4161088,800,1700
133.96191,61.4171007,900,1700
134.039652,61.4180397,1000,1700
134.117398,61.4189259,1100,1700
134.195148,61.4197592,1200,1700
134.272902,61.4205396,1300,1700
134.350663,61.4212672,1400,1700
134.428429,61.421942,1500,1700
134.506201,61.4225638,1600,1700
134.58398,61.4231329,1700,1700
134.661767,61.4236491,1800,1700
134.739562,61.4241124,1900,1700
134.817366,61.4245228,2000,1700
134.895179,61.4248803,2100,1700
134.973001,61.425185,2200,1700
135.050834,61.4254367,2300,1700
135.128678,61.4256355,2400,1700
135.206533,61.4257813,2500,1700
135.2844,61.4258741,2600,1700
135.36228,61.425914,2700,1700
135.440173,61.4259008,2800,1700
135.518079,61.4258346,2900,1700
135.595999,61.4257152,3000,1700
135.673935,61.4255428,3100,1700
135.751885,61.4253172,3200,1700
135.829852,61.4250385,3300,1700
135.907835,61.4247065,3400,1700
135.985834,61.4243212,3500,1700
136.063852,61.4238827,3600,1700
136.141887,61.4233908,3700,1700
136.219941,61.4228455,3800,1700
136.298015,61.4222468,3900,1700
136.375327,61.4216013,3999,1700
133.261217,61.4212331,0,1800
133.338988,61.4226491,100,1800
133.416758,61.424012,200,1800
133.494528,61.4253218,300,1800
133.572297,61.4265787,400,1800
133.650066,61.4277826,500,1800
133.727836,61.4289336,600,1800
133.805608,61.4300316,700,1800
133.883382,61.4310767,800,1800
133.961159,61.4320689,900,1800
134.038938,61.4330082,1000,1800
134.116721,61.4338946,1100,1800
134.194509,61.4347281,1200,1800
134.272301,61.4355087,1300,1800
134.350099,61.4362364,1400,1800
134.427902,61.4369113,1500,1800
134.505712,61.4375333,1600,1800
134.583529,61.4381024,1700,1800
134.661354,61.4386186,1800,1800
134.739186,61.4390819,1900,1800
134.817028,61.4394923,2000,1800
134.894878,61.4398498,2100,1800
134.972738,61.4401544,2200,1800
135.050609,61.440406,2300,1800
135.12849,61.4406046,2400,1800
135.206383,61.4407503,2500,1800
135.284288,61.4408429,2600,1800
135.362205,61.4408826,2700,1800
135.440136,61.4408691,2800,1800
135.51808,61.4408026,2900,1800
135.596038,61.440683,3000,1800
135.674011,61.4405102,3100,1800
135.751999,61.4402843,3200,1800
135.830004,61.4400051,3300,1800
135.908024,61.4396727,3400,1800
135.986062,61.439287,3500,1800
136.064117,61.438848,3600,1800
136.142191,61.4383556,3700,1800
136.220283,61.4378098,3800,1800
136.298394,61.4372105,3900,1800
136.375744,61.4365645,3999,1800
133.259887,61.4362258,0,1900
133.337696,61.4376428,100,1900
133.415503,61.4390066,200,1900
133.49331,61.4403174,300,1900
133.571117,61.4415752,400,1900
133.648923,61.44278,500,1900
133.726731,61.4439318,600,1900
133.804541,61.4450306,700,1900
133.882352,61.4460765,800,1900
133.960166,61.4470694,900,1900
134.037983,61.4480094,1000,1900
134.115804,61.4488965,1100,1900
134.193629,61.4497307,1200,1900
134.271459,61.4505119,1300,1900
134.349294,61.4512403,1400,1900
134.427135,61.4519157,1500,1900
134.504983,61.4525383,1600,1900
134.582837,61.4531079,1700,1900
134.660699,61.4536246,1800,1900
134.73857,61.4540884,1900,1900
134.816448,61.4544993,2000,1900
134.894336,61.4548572,2100,1900
134.972234,61.4551621,2200,1900
135.050142,61.4554141,2300,1900
135.128061,61.4556131,2400,1900
135.205992,61.455759,2500,1900
135.283934,61.455852,2600,1900
135.361889,61.4558919,2700,1900
135.439857,61.4558786,2800,1900
135.517839,61.4558123,2900,1900
135.595835,61.4556929,3000,1900
135.673845,61.4555203,3100,1900
135.751871,61.4552944,3200,1900
135.829913,61.4550154,3300,1900
135.907971,61.454683,3400,1900
135.986047,61.4542973,3500,1900
136.06414,61.4538583,3600,1900
136.142251,61.4533659,3700,1900
136.22038,61.45282,3800,1900
136.298529,61.4522206,3900,1900
136.375916,61.4515745,3999,1900
133.258698,61.4512053,0,2000
133.336544,61.4526229,100,2000
133.414389,61.4539874,200,2000
133.492233,61.4552988,300,2000
133.570077,61.4565571,400,2000
133.647922,61.4577625,500,2000
133.725767,61.4589148,600,2000
133.803614,61.4600141,700,2000
133.881463,61.4610604,800,2000
133.959314,61.4620538,900,2000
134.037169,61.4629942,1000,2000
134.115027,61.4638817,1100,2000
134.19289,61.4647162,1200,2000
134.270757,61.4654978,1300,2000
134.34863,61.4662265,1400,2000
134.426509,61.4669022,1500,2000
134.504394,61.467525,1600,2000
134.582286,61.4680948,1700,2000
134.660186,61.4686117,1800,2000
134.738094,61.4690756,1900,2000
134.81601,61.4694866,2000,2000
134.893936,61.4698446,2100,2000
134.971871,61.4701496,2200,2000
135.049817,61.4704017,2300,2000
135.127774,61.4706007,2400,2000
135.205742,61.4707466,2500,2000
135.283722,61.4708395,2600,2000
135.361715,61.4708793,2700,2000
135.439721,61.470866,2800,2000
135.51774,61.4707996,2900,2000
135.595774,61.47068,3000,2000
135.673822,61.4705072,3100,2000
135.751886,61.4702811,3200,2000
135.829966,61.4700018,3300,2000
135.908062,61.4696692,3400,2000
135.986175,61.4692833,3500,2000
136.064305,61.4688439,3600,2000
136.142454,61.4683511,3700,2000
136.220622,61.4678049,3800,2000
